Index,Company,Product,TypeName,Inches,OpSys,Price_euros,SSD_Memory_GB,HDD_Memory_GB,Weight_kg,Ram_GB,ScreenResolution_px,Cpu_Type,Cpu_Frequency_GHz,Gpu_Type
605,Dell,Latitude 5289,2 in 1 Convertible,12.5,Windows 10,1670.0,256,0,1.34,8,1920x1080,Intel Core,2.5,Intel HD
606,Dell,Precision 3520,Workstation,15.6,Windows 10,1763.0,256,0,2.06,8,1920x1080,Intel Core,2.8,Nvidia Quadro
607,HP,EliteBook 850,Notebook,15.6,Windows 10,1219.0,256,0,1.84,8,1920x1080,Intel Core,2.7,Intel HD
608,HP,ProBook 450,Notebook,15.6,Windows 10,668.48,0,500,2.1,4,1366x768,Intel Core,2.4,Intel HD
610,MSI,Laptop MSI,Gaming,17.3,Windows 10,2199.0,128,1024.0,4.14,16,1920x1080,Intel Core,2.7,Nvidia GeForce
611,Dell,Vostro 3568,Notebook,15.6,Linux,465.0,0,1024.0,2.18,4,1366x768,Intel Core,2,AMD Radeon
612,MSI,GS63VR 7RF,Gaming,15.6,Windows 10,2299.0,256,2048.0,1.8,16,3840x2160,Intel Core,2.8,Nvidia GeForce
613,Toshiba,Tecra Z50-C-144,Notebook,15.6,Windows 10,1399.0,256,0,2.2,8,1920x1080,Intel Core,2.5,Intel HD
614,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Windows 10,564.0,0,1024.0,2.4,6,1920x1080,Intel Core,2.5,Intel HD
615,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,Windows 10,1299.0,256,0,2,8,1920x1080,Intel Core,2.8,Intel HD
617,Lenovo,Thinkpad P51,Notebook,15.6,Windows 10,4899.0,1024.0,0,2.5,32,3840x2160,Intel Xeon,3.1,Nvidia Quadro
618,Dell,Inspiron 7559,Gaming,15.6,Windows 10,879.01,0,1024.0,2.59,16,1920x1080,Intel Core,2.6,Nvidia GeForce
619,Dell,Vostro 3568,Notebook,15.6,Linux,443.9,0,1024.0,2.18,4,1366x768,Intel Core,2.0,Intel HD
620,Dell,Inspiron 3567,Notebook,15.6,Linux,359.0,0,1024.0,2.25,4,1366x768,Intel Core,2.0,Intel HD
621,Dell,Latitude 5580,Notebook,15.6,Linux,869.0,0,500,1.93,4,1366x768,Intel Core,2.6,Intel HD
622,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,Windows 10,1168.0,128,1024.0,3,8,1920x1080,Intel Core,2.8,Nvidia GeForce
623,Dell,Vostro 3568,Notebook,15.6,Linux,569.0,128,0,2.18,4,1920x1080,Intel Core,2.5,AMD Radeon
624,HP,EliteBook 850,Ultrabook,15.6,Windows 10,1389.0,512,0,1.84,8,1920x1080,Intel Core,2.7,Intel HD
625,MSI,GT62VR 7RE,Gaming,15.6,Windows 10,2267.86,256,1024.0,2.94,16,1920x1080,Intel Core,2.8,Nvidia GeForce
627,HP,ProBook 650,Notebook,14.0,Windows 10,1124.0,256,0,2.31,8,1366x768,Intel Core,2.6,Intel HD
628,Lenovo,ThinkPad T470,Notebook,14.0,Windows 7,1465.0,256,0,1.65,8,1920x1080,Intel Core,2.3,Intel HD
629,Dell,Inspiron 5570,Notebook,15.6,Windows 10,776.0,0,1024.0,2.2,4,1920x1080,Intel Core,1.6,AMD Radeon
630,Fujitsu,LifeBook A557,Notebook,15.6,Windows 10,799.0,256,0,2.2,8,1366x768,Intel Core,2.5,Intel HD
631,HP,EliteBook 850,Notebook,15.6,Windows 7,932.0,0,500,1.88,4,1366x768,Intel Core,2.3,Intel HD
632,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Windows 10,899.0,0,1024.0,2.2,8,1920x1080,Intel Core,2.7,Nvidia GeForce
634,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,No OS,468.0,128,0,2.2,4,1920x1080,Intel Core,2.5,Intel HD
635,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,Windows 10,639.01,0,1024.0,1.5,6,1920x1080,Intel Core,2.5,Intel HD
636,Dell,XPS 15,Notebook,15.6,Windows 10,1820.0,256,0,2,8,1920x1080,Intel Core,2.8,Nvidia GeForce
637,Asus,ZenBook 3,Ultrabook,14.0,Windows 10,1900.0,512,0,1.1,16,1920x1080,Intel Core,2.7,Intel HD
639,Dell,Inspiron 7567,Gaming,15.6,Windows 10,1479.0,256,1024.0,2.62,16,1920x1080,Intel Core,2.8,Nvidia GeForce
640,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,Windows 10,829.0,256,0,1.8,4,1920x1080,Intel Core,1.6,Intel UHD
641,Lenovo,Ideapad 320-15ISK,Notebook,15.6,Windows 10,579.0,0,1024.0,2.2,4,1920x1080,Intel Core,2,Nvidia GeForce
642,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,Windows 10,399.0,0,1024.0,2,8,1366x768,Intel Celeron,1.1,Intel HD
643,Asus,VivoBook Pro,Notebook,15.6,Windows 10,906.62,0,1024.0,1.99,8,1920x1080,Intel Core,2.5,Nvidia GeForce
644,Dell,XPS 13,Ultrabook,13.3,Windows 10,1869.0,256,0,1.23,8,3200x1800,Intel Core,1.6,Intel UHD
646,Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,Windows 10,1757.42,256,0,1.37,8,1920x1080,Intel Core,2.7,Intel HD
647,Dell,XPS 15,Notebook,15.6,Windows 10,2399.0,1024.0,0,2.06,16,3840x2160,Intel Core,2.8,Nvidia GeForce
648,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1109.0,128,1024.0,2.5,8,1920x1080,Intel Core,2.8,Nvidia GeForce
649,HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,Windows 10,520.9,0,1024.0,2.6,8,1600x900,AMD A9-Series,3,AMD Radeon
650,Lenovo,ThinkPad X1,Ultrabook,14.0,Windows 10,2450.0,512,0,1.14,16,1920x1080,Intel Core,2.7,Intel HD
651,Asus,ROG GL553VE-FY022,Gaming,15.6,No OS,1169.0,0,1024.0,2.5,8,1920x1080,Intel Core,2.8,Nvidia GeForce
652,Acer,Extensa EX2540,Notebook,15.6,Windows 10,450.0,0,500,2.4,4,1366x768,Intel Core,2,Intel HD
654,Acer,Swift 3,Ultrabook,14.0,Windows 10,919.0,256,0,1.8,8,1920x1080,Intel Core,2.5,Intel Graphics
655,Razer,Blade Pro,Gaming,14.0,Windows 10,2599.0,256,0,1.95,16,1920x1080,Intel Core,2.8,Nvidia GeForce
656,Toshiba,Portege Z30-C-16J,Notebook,13.3,Windows 10,1213.0,256,0,1.2,8,1920x1080,Intel Core,2.3,Intel HD
657,Lenovo,Thinkpad X270,Ultrabook,12.5,Windows 10,1584.0,256,0,1.36,8,1920x1080,Intel Core,2.7,Intel HD
658,Asus,ROG G701VI,Gaming,17.3,Windows 10,2799.0,512,0,3.8,32,1920x1080,Intel Core,2.7,Nvidia GeForce
659,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,Linux,709.0,0,1024.0,2.4,8,1920x1080,Intel Core,2.5,Nvidia GeForce
660,Dell,XPS 13,Ultrabook,13.3,Windows 10,1449.9,256,0,1.2,8,1920x1080,Intel Core,1.6,Intel UHD
661,MSI,GL62M 7REX,Gaming,15.6,Windows 10,1191.8,128,1024.0,2.2,8,1920x1080,Intel Core,2.8,Nvidia GeForce
662,HP,250 G6,Notebook,15.6,No OS,364.9,0,500,1.86,4,1366x768,Intel Core,2,Intel HD
663,Toshiba,Tecra A50-D-11M,Notebook,15.6,Windows 10,1064.0,0,500,2.0,8,1920x1080,Intel Core,2.5,Intel HD
664,Dell,Inspiron 5570,Notebook,15.6,Windows 10,919.0,256,0,2.2,8,1920x1080,Intel Core,1.8,AMD Radeon
665,Dell,Inspiron 5570,Notebook,15.6,Windows 10,1135.0,256,2048.0,2.2,16,1920x1080,Intel Core,1.8,AMD Radeon
666,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Windows 10,1196.0,128,1024.0,3.31,8,1920x1080,Intel Core,2.6,Nvidia GeForce
667,Dell,Alienware 17,Gaming,17.3,Windows 10,3147.37,512,1024.0,4.42,32,3840x2160,Intel Core,2.8,Nvidia GeForce
668,Dell,Latitude E7470,Notebook,14.0,Windows 10,1229.0,256,0,1.56,8,1920x1080,Intel Core,2.4,Intel HD
669,Lenovo,Ideapad 320-15IAP,Notebook,15.6,Windows 10,419.0,0,500,2.2,4,1366x768,Intel Celeron,1.1,Intel HD
670,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Windows 10,535.0,0,500,2.2,4,1920x1080,Intel Core,2.3,Intel HD
671,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,Windows 10,539.0,0,1024.0,2.04,6,1920x1080,Intel Core,2,AMD Radeon
672,MSI,GP72VR Leopard,Gaming,17.3,Windows 10,1486.77,128,1024.0,2.7,8,1920x1080,Intel Core,2.8,Nvidia GeForce
673,Toshiba,Satellite Pro,Notebook,15.6,Windows 10,498.0,128,0,2.1,4,1366x768,Intel Core,2.1,Intel HD
674,Dell,Latitude 3580,Notebook,15.6,Windows 10,955.0,0,1024.0,2.06,8,1920x1080,Intel Core,2.5,Intel HD
675,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,Windows 10,745.0,0,1024.0,2.1,8,1920x1080,Intel Core,2.7,AMD Radeon
676,Toshiba,Tecra Z50-D-10E,Notebook,15.6,Windows 10,1258.0,256,0,2.0,8,1920x1080,Intel Core,2.5,Intel HD
677,Acer,Aspire 3,Notebook,15.6,Linux,412.0,128,0,2.1,4,1366x768,Intel Core,2,Intel HD
678,Microsoft,Surface Laptop,Ultrabook,13.5,Windows 10 S,1867.85,256,0,1.252,8,2256x1504,Intel Core,2.8,Intel Iris
679,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Windows 10,817.95,128,1024.0,1.90,8,1920x1080,Intel Core,2.5,AMD Radeon
680,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,Windows 10,1034.0,256,0,1.3,8,1920x1080,Intel Core,2.5,Intel HD
681,Lenovo,IdeaPad 320-15AST,Notebook,15.6,Windows 10,349.0,128,0,2.2,4,1366x768,AMD E-Series,2.2,AMD Radeon
682,HP,Pavilion X360,2 in 1 Convertible,14.0,Windows 10,699.0,128,0,1.63,4,1920x1080,Intel Core,2.4,Nvidia GeForce
683,MSI,GP62 7RDX,Gaming,15.6,Windows 10,1294.0,256,1024.0,2.4,16,1920x1080,Intel Core,2.8,Nvidia GeForce
684,Asus,Zenbook 3,Ultrabook,14.0,Windows 10,1135.0,256,0,1.1,8,1920x1080,Intel Core,2.5,Intel HD
686,LG,Gram 15Z975,Ultrabook,15.6,Windows 10,2299.0,512,0,1.09,8,1920x1080,Intel Core,1.8,Intel HD
687,Acer,Aspire VX5-591G,Gaming,15.6,Windows 10,1299.0,256,0,2.5,16,1920x1080,Intel Core,2.5,Nvidia GeForce
688,MSI,GV62M 7RD,Gaming,15.6,Windows 10,997.9,256,0,2.2,8,1920x1080,Intel Core,2.5,Nvidia GeForce
689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,Windows 10,419.0,128,0,1.86,4,1366x768,Intel Celeron,1.1,Intel HD
690,Dell,Alienware 15,Gaming,15.6,Windows 10,2051.0,128,1024.0,3.21,16,1920x1080,Intel Core,2.5,Nvidia GeForce
691,HP,17-bs000nv I3,Notebook,17.3,Windows 10,699.0,256,0,2.5,4,1920x1080,Intel Core,2,AMD Radeon
692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,Windows 10,1499.0,512,0,1.19,8,1920x1080,Intel Core,1.8,Intel UHD
693,Dell,Alienware 15,Gaming,15.6,Windows 10,2813.75,256,1024.0,3.49,16,1920x1080,Intel Core,2.9,Nvidia GeForce
694,HP,250 G6,Notebook,15.6,Windows 10,612.61,0,500,1.86,4,1366x768,Intel Core,2.5,AMD Radeon
695,Dell,Inspiron 3567,Notebook,15.6,Windows 10,545.67,0,1024.0,2.2,4,1366x768,Intel Core,2,AMD Radeon
696,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,Windows 10,569.0,0,2048.0,2.65,6,1920x1080,AMD A10-Series,2.4,AMD Radeon
697,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,Windows 10,318.0,0,500,2.1,4,1366x768,Intel Celeron,1.6,Intel HD
699,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Windows 10,699.0,256,0,1.7,4,1920x1080,Intel Core,2.5,Intel HD
700,HP,ZBook 17,Workstation,17.3,Windows 10,1907.99,0,500,3.14,8,1920x1080,Intel Core,2.8,Nvidia Quadro
701,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Windows 10,2590.0,256,0,1.42,8,2560x1440,Intel Core,2.7,Intel HD
702,Toshiba,Satellite Pro,Notebook,13.3,Windows 10,973.0,256,0,1.5,8,1920x1080,Intel Core,2.5,Intel HD
704,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Windows 10,1749.0,512,0,1.38,16,1920x1080,Intel Core,2.7,Intel HD
706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Windows 10,1877.0,512,0,1.36,16,1920x1080,Intel Core,2.5,Intel HD
707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,Windows 10,689.0,0,500,2.1,4,1920x1080,Intel Core,2.7,AMD Radeon
708,Dell,Inspiron 5577,Gaming,15.6,Windows 10,819.0,0,1024.0,2.56,8,1920x1080,Intel Core,2.5,Nvidia GeForce
709,Lenovo,IdeaPad 320-15AST,Notebook,15.6,Windows 10,399.0,256,0,2.2,4,1920x1080,AMD A9-Series,2.9,AMD Radeon
710,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Windows 10,429.0,0,1024.0,2.2,8,1366x768,AMD A12-Series,3.6,AMD Radeon
711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Windows 10,621.45,0,1024.0,2.1,4,1920x1080,Intel Core,2.5,Intel HD
712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,No OS,450.0,0,500,1.90,4,1366x768,Intel Core,2,Intel HD
713,Dell,Vostro 5568,Notebook,15.6,Windows 10,795.0,256,0,2.18,8,1920x1080,Intel Core,2.5,Intel HD
714,Acer,Spin 5,2 in 1 Convertible,13.3,Windows 10,999.0,256,0,1.6,8,1920x1080,Intel Core,1.6,Intel UHD
715,Lenovo,ThinkPad P51s,Workstation,15.6,Windows 7,1855.0,512,0,2.18,16,1920x1080,Intel Core,2.5,Nvidia Quadro
716,Lenovo,Thinkpad T460p,Notebook,14.0,Windows 10,1191.0,256,0,1.8,8,1920x1080,Intel Core,2.3,Intel HD
717,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,Windows 10,655.01,0,2048.0,2.71,6,1920x1080,AMD A10-Series,2.5,AMD Radeon
718,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1249.0,128,1024.0,2.5,8,1920x1080,Intel Core,2.8,Nvidia GeForce
719,Dell,Latitude 5480,Notebook,14.0,Linux,1089.0,256,0,1.64,8,1920x1080,Intel Core,2.8,Nvidia GeForce
720,Dell,Vostro 5568,Notebook,15.6,Linux,726.0,0,1024.0,1.98,8,1920x1080,Intel Core,2.5,Intel HD
722,Dell,Latitude 5580,Notebook,15.6,Windows 10,1426.66,512,0,1.93,16,1920x1080,Intel Core,2.6,Intel HD
723,Lenovo,Thinkpad E470,Notebook,14.0,Windows 10,857.07,256,0,1.87,8,1920x1080,Intel Core,2.5,Nvidia GeForce
724,Dell,Latitude 5580,Notebook,15.6,Windows 10,1179.0,256,0,1.9,8,1920x1080,Intel Core,2.6,Intel HD
725,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,Windows 10,298.0,0,500,2.19,4,1366x768,AMD A6-Series,2,AMD Radeon
726,Mediacom,Smartbook 142,Notebook,14.0,Windows 10,265.0,0,32,1.4,4,1920x1200,Intel Atom,1.92,Intel HD
727,HP,ProBook 470,Notebook,17.3,Windows 10,1200.0,256,0,2.63,8,1920x1080,Intel Core,2.7,Nvidia GeForce
728,Lenovo,ThinkPad X1,Ultrabook,14.0,Windows 10,1686.64,512,0,1.17,8,2560x1440,Intel Core,2.5,Intel HD
729,HP,Pavilion X360,2 in 1 Convertible,13.3,Windows 10,836.6,256,0,1.58,8,1366x768,Intel Core,2.5,Intel HD
730,Lenovo,ThinkPad T470s,Ultrabook,14.0,Windows 10,1499.0,256,0,1.32,8,1920x1080,Intel Core,2.5,Intel HD
731,Dell,Alienware 17,Gaming,17.3,Windows 10,3659.4,1024.0,1024.0,4.36,32,3840x2160,Intel Core,2.8,Nvidia GeForce
732,MSI,GL72M 7REX,Gaming,17.3,Windows 10,1348.48,128,1024.0,2.7,8,1920x1080,Intel Core,2.8,Nvidia GeForce
733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,No OS,489.9,0,1024.0,1.9,4,1366x768,Intel Core,2.5,Intel HD
734,Dell,Inspiron 5570,Notebook,15.6,Windows 10,719.0,128,1024.0,2.2,8,1920x1080,Intel Core,1.6,AMD Radeon
735,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Windows 10,649.0,0,1024.0,1.71,4,1920x1080,Intel Core,2.4,Intel HD
736,Dell,Inspiron 5567,Notebook,15.6,Linux,589.52,0,1024.0,2.32,8,1366x768,Intel Core,2.5,AMD Radeon
737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Windows 10,489.0,0,1024.0,2.1,4,1920x1080,AMD A9-Series,3,AMD Radeon
738,Acer,Predator 17,Gaming,17.3,Windows 10,1935.0,128,1024.0,4.2,16,1920x1080,Intel Core,2.6,Nvidia GeForce
739,Dell,Inspiron 3567,Notebook,15.6,Windows 10,649.0,0,1024.0,2.25,12,1366x768,Intel Core,2.5,Intel HD
740,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,Windows 10,650.0,128,1024.0,2.1,6,1920x1080,AMD A9-Series,3,AMD Radeon
741,Acer,Extensa EX2540-58KR,Notebook,15.6,Windows 10,559.0,0,500,2.4,4,1366x768,Intel Core,2.5,Intel HD
742,Lenovo,ThinkPad 13,Notebook,13.3,Windows 10,960.0,256,0,1.44,8,1920x1080,Intel Core,2.5,Intel HD
743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Windows 10,779.0,0,1024.0,1.85,4,1920x1080,Intel Core,2.7,Intel HD
744,HP,ZBook 15,Workstation,15.6,Windows 10,2419.0,256,0,2.6,16,1920x1080,Intel Core,2.8,Nvidia Quadro
745,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Windows 10,659.0,0,1024.0,1.55,8,1920x1080,Intel Core,1.6,Intel UHD
746,MSI,GS63VR 7RF,Gaming,15.6,Windows 10,2094.48,256,1024.0,1.8,16,1920x1080,Intel Core,2.8,Nvidia GeForce
747,Acer,Aspire ES1-572,Notebook,15.6,Windows 10,410.8,0,500,2.4,4,1366x768,Intel Core,2,Intel HD
748,Dell,Inspiron 7560,Notebook,15.6,Windows 10,1207.0,128,1024.0,2.0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
749,Dell,Vostro 3568,Notebook,15.6,Windows 10,665.0,256,0,2,8,1366x768,Intel Core,2,Intel HD
750,Toshiba,Tecra X40-D-10G,Notebook,14.0,Windows 10,1535.0,256,0,1.25,8,1920x1080,Intel Core,2.5,Intel HD
751,Lenovo,Flex 5,2 in 1 Convertible,14.0,Windows 10,999.0,256,0,1.7,8,1920x1080,Intel Core,2.5,Intel HD
752,Lenovo,Thinkpad P51s,Workstation,15.6,Windows 10,3299.0,1024.0,0,2.5,16,3840x2160,Intel Core,2.8,Nvidia Quadro
754,Samsung,Notebook 9,Ultrabook,13.3,Windows 10,1649.0,256,0,0.81,16,1920x1080,Intel Core,2.7,Intel HD
755,HP,250 G6,Notebook,15.6,Windows 10,539.0,256,0,1.86,8,1920x1080,Intel Core,2,Intel HD
757,Dell,Latitude 5480,Notebook,14.0,Windows 10,1126.71,256,0,1.6,8,1366x768,Intel Core,2.5,Intel HD
758,HP,Zbook 17,Workstation,17.3,Windows 7,4389.0,256,0,3,16,1920x1080,Intel Xeon,2.9,Nvidia Quadro
759,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Windows 10,475.0,128,0,1.4,4,1366x768,Intel Celeron,1.6,Intel HD
760,HP,EliteBook 850,Notebook,15.6,Windows 10,1900.0,256,0,1.84,8,1920x1080,Intel Core,2.4,Intel HD
761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,No OS,579.0,0,1024.0,2.45,4,1366x768,Intel Core,2.3,Nvidia GeForce
762,Lenovo,Thinkpad T460,Ultrabook,14.0,Windows 10,1096.0,180,0,1.7,4,1920x1080,Intel Core,2.3,Intel HD
763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,Windows 10,849.9,256,0,2.37,4,1366x768,Intel Core,2.7,Intel HD
764,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Windows 10,1199.0,256,0,1.3,8,3200x1800,Intel Core,1.8,Intel HD
765,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,Windows 10,1099.0,128,1024.0,2.2,8,1920x1080,Intel Core,2.5,Nvidia GeForce
766,HP,ZBook 15,Workstation,15.6,Windows 7,1561.0,256,0,2.59,8,1920x1080,Intel Core,2.6,Nvidia Quadro
767,Dell,Alienware 17,Gaming,15.6,Windows 10,2868.99,256,1024.0,4.42,16,3840x2160,Intel Core,2.8,Nvidia GeForce
768,Acer,Aspire 3,Notebook,15.6,Windows 10,599.0,256,0,2.1,4,1366x768,Intel Core,2.5,Intel HD
769,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1048.0,128,1024.0,2.5,8,1920x1080,Intel Core,2.8,Nvidia GeForce
770,Dell,Latitude 7280,Ultrabook,12.5,Windows 10,1859.0,256,0,1.18,16,1920x1080,Intel Core,2.8,Intel HD
771,Google,Pixelbook (Core,Ultrabook,12.3,Chrome OS,1559.0,256,0,1.1,8,2400x1600,Intel Core,1.2,Intel HD
772,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,Windows 10,1129.0,256,0,1.2,8,3200x1800,Intel Core,2.5,Intel HD
773,Dell,Latitude 3380,Notebook,13.3,Windows 10,849.0,0,500,1.65,4,1366x768,Intel Core,2,Intel HD
774,Acer,TravelMate P238-M,Notebook,13.3,Windows 10,655.0,128,0,1.6,4,1366x768,Intel Core,2.3,Intel HD
775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,Windows 10,470.34,0,1024.0,2.8,4,1366x768,Intel Pentium,1.1,Nvidia GeForce
776,Dell,Inspiron 7559,Gaming,15.6,Windows 10,1099.0,128,1024.0,2.72,16,3840x2160,Intel Core,2.6,Nvidia GeForce
777,Samsung,Notebook 9,Ultrabook,13.3,Windows 10,1599.0,256,0,1.31,8,1920x1080,Intel Core,2.7,Intel HD
778,Acer,Aspire A315-31,Notebook,15.6,Linux,298.0,0,1024.0,2.1,4,1366x768,Intel Pentium,1.1,Intel HD
779,Dell,Inspiron 5567,Notebook,15.6,Windows 10,1181.27,256,0,2.3,16,1920x1080,Intel Core,2.7,AMD Radeon
780,Samsung,Notebook 9,2 in 1 Convertible,15.0,Windows 10,1799.0,256,0,1.71,16,1920x1080,Intel Core,2.7,AMD Radeon
781,Toshiba,Tecra A40-C-1E5,Notebook,14.0,Windows 10,1020.0,128,0,1.75,4,1366x768,Intel Core,2.3,Intel HD
782,Dell,Inspiron 7567,Gaming,15.6,Windows 10,1099.0,0,1024.0,2.62,8,1920x1080,Intel Core,2.8,Nvidia GeForce
783,HP,EliteBook 820,Ultrabook,12.5,Windows 10,1244.0,256,0,1.26,4,1366x768,Intel Core,2.3,Intel HD
784,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Windows 10,839.0,0,2048.0,2.3,12,1920x1080,Intel Core,2.7,Nvidia GeForce
785,Lenovo,Thinkpad P50,Notebook,15.6,Windows 7,2370.0,512,0,2.5,16,3840x2160,Intel Core,2.7,Nvidia Quadro
786,Acer,Swift 3,Notebook,14.0,Windows 10,636.0,128,0,1.8,4,1920x1080,Intel Core,2.4,Intel HD
787,Razer,Blade Pro,Gaming,14.0,Windows 10,2899.0,512,0,1.95,16,1920x1080,Intel Core,2.8,Nvidia GeForce
788,Asus,Vivobook Max,Notebook,15.6,Windows 10,581.9,128,0,2,8,1920x1080,Intel Pentium,1.1,Intel HD
789,Dell,Alienware 17,Gaming,17.3,Windows 10,3588.8,1024.0,1024.0,4.42,32,1920x1080,Intel Core,2.8,Nvidia GeForce
790,Asus,Rog G752VS-BA171T,Gaming,17.3,Windows 10,2350.0,256,1024.0,4.3,16,1920x1080,Intel Core,2.6,Nvidia GeForce
791,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,Windows 10,1764.0,512,0,1.47,16,1920x1080,Intel Core,2.6,Nvidia GeForce
792,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,No OS,329.0,0,1024.0,2.2,8,1366x768,Intel Celeron,1.6,Intel HD
793,Lenovo,ThinkPad T470s,Ultrabook,14.0,Windows 10,2299.0,512,0,1.7,16,1920x1080,Intel Core,2.7,Intel HD
794,MSI,GS43VR 7RE,Gaming,14.0,Windows 10,1891.0,256,1024.0,1.6,16,1920x1080,Intel Core,2.8,Nvidia GeForce
795,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Windows 10,1089.0,128,1024.0,2.2,8,1920x1080,Intel Core,2.5,Nvidia GeForce
796,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,999.0,0,1024.0,2.4,4,1920x1080,Intel Core,2.8,Nvidia GeForce
797,Acer,Predator G9-793,Gaming,17.3,Windows 10,2299.0,256,1024.0,4.2,16,1920x1080,Intel Core,2.8,Nvidia GeForce
798,Dell,Inspiron 7567,Gaming,15.6,Windows 10,985.0,256,0,2.62,8,1920x1080,Intel Core,2.5,Nvidia GeForce
799,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Windows 10,1339.0,128,1024.0,2.24,8,1920x1080,Intel Core,2.8,Nvidia GeForce
801,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Windows 10,1970.0,512,0,1.37,8,1920x1080,Intel Core,2.7,Intel HD
802,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Windows 10,959.0,256,0,2.08,8,1920x1080,Intel Core,2.5,AMD Radeon
804,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Windows 10,2330.0,256,0,1.42,8,2560x1440,Intel Core,2.5,Intel HD
806,Dell,Latitude 3580,Notebook,15.6,Windows 10,810.0,128,0,1.95,8,1366x768,Intel Core,2.5,Intel HD
807,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Windows 10,1349.0,256,0,1.38,8,1920x1080,Intel Core,2.7,Intel HD
808,Dell,Vostro 5568,Notebook,15.6,Windows 10,739.0,256,0,2,8,1920x1080,Intel Core,2,AMD Radeon
809,HP,ZBook 17,Workstation,15.6,Windows 10,2064.9,256,0,3.14,8,1920x1080,Intel Core,2.8,Nvidia Quadro
810,Asus,Pro P2540UA-XS51,Notebook,15.6,Windows 10,1099.0,256,0,2.37,8,1920x1080,Intel Core,2.5,Intel HD
